nameFirst,nameLast,tname
Sandy,Alomar,Cleveland Bronchos
Terry,Francona,Cleveland Bronchos
Joe,Birmingham,Cleveland Indians
Lee,Fohl,Cleveland Indians
Deacon,McGuire,Cleveland Indians
Bill,Armour,Cleveland Indians
Jack,McCallister,Cleveland Indians
Roger,Peckinpaugh,Cleveland Indians
Ossie,Vitt,Cleveland Indians
Steve,O'Neill,Cleveland Indians
Bibb,Falk,Cleveland Indians
Walter,Johnson,Cleveland Indians
Joe,Gordon,Cleveland Indians
Kerby,Farrell,Cleveland Indians
Al,Lopez,Cleveland Indians
Bobby,Bragan,Cleveland Indians
Jimmy,Dykes,Cleveland Indians
Mel,McGaha,Cleveland Indians
George,Strickland,Cleveland Indians
Birdie,Tebbetts,Cleveland Indians
Mel,Harder,Cleveland Indians
Jo-Jo,White,Cleveland Indians
Joe,Adcock,Cleveland Indians
Johnny,Lipon,Cleveland Indians
Ken,Aspromonte,Cleveland Indians
Al,Dark,Cleveland Indians
Dave,Garcia,Cleveland Indians
Frank,Robinson,Cleveland Indians
Jeff,Torborg,Cleveland Indians
Mike,Ferraro,Cleveland Indians
Pat,Corrales,Cleveland Indians
John,McNamara,Cleveland Indians
Doc,Edwards,Cleveland Indians
John,Hart,Cleveland Indians
Mike,Hargrove,Cleveland Indians
Joel,Skinner,Cleveland Indians
Charlie,Manuel,Cleveland Indians
Manny,Acta,Cleveland Indians
Eric,Wedge,Cleveland Indians
Sandy,Alomar,Cleveland Indians
Terry,Francona,Cleveland Indians
Joe,Birmingham,Cleveland Naps
Lee,Fohl,Cleveland Naps
Deacon,McGuire,Cleveland Naps
Bill,Armour,Cleveland Naps
Jack,McCallister,Cleveland Naps
Roger,Peckinpaugh,Cleveland Naps
Ossie,Vitt,Cleveland Naps
Steve,O'Neill,Cleveland Naps
Bibb,Falk,Cleveland Naps
Walter,Johnson,Cleveland Naps
Joe,Gordon,Cleveland Naps
Kerby,Farrell,Cleveland Naps
Al,Lopez,Cleveland Naps
Bobby,Bragan,Cleveland Naps
Mel,McGaha,Cleveland Naps
George,Strickland,Cleveland Naps
Birdie,Tebbetts,Cleveland Naps
Mel,Harder,Cleveland Naps
Jo-Jo,White,Cleveland Naps
Jimmy,Dykes,Cleveland Naps
Joe,Adcock,Cleveland Naps
Johnny,Lipon,Cleveland Naps
Ken,Aspromonte,Cleveland Naps
Al,Dark,Cleveland Naps
Dave,Garcia,Cleveland Naps
Frank,Robinson,Cleveland Naps
Jeff,Torborg,Cleveland Naps
Mike,Ferraro,Cleveland Naps
Pat,Corrales,Cleveland Naps
John,McNamara,Cleveland Naps
Doc,Edwards,Cleveland Naps
John,Hart,Cleveland Naps
Mike,Hargrove,Cleveland Naps
Charlie,Manuel,Cleveland Naps
Joel,Skinner,Cleveland Naps
Manny,Acta,Cleveland Naps
Eric,Wedge,Cleveland Naps
Sandy,Alomar,Cleveland Naps
Terry,Francona,Cleveland Naps
Gus,Schmelz,Cleveland Spiders
Bob,Leadley,Cleveland Spiders
Tom,Loftus,Cleveland Spiders
Don,Baylor,Colorado Rockies
Buddy,Bell,Colorado Rockies
Jim,Leyland,Colorado Rockies
Clint,Hurdle,Colorado Rockies
Jim,Tracy,Colorado Rockies
Walt,Weiss,Colorado Rockies
Horace,Phillips,Columbus Buckeyes
Gus,Schmelz,Columbus Buckeyes
Gus,Schmelz,Columbus Solons
Pat,Sullivan,Columbus Solons
Al,Buckenberger,Columbus Solons
Hughie,Jennings,Detroit Tigers
Ed,Barrow,Detroit Tigers
Bill,Armour,Detroit Tigers
George,Stallings,Detroit Tigers
Frank,Dwyer,Detroit Tigers
George,Moriarty,Detroit Tigers
Mickey,Cochrane,Detroit Tigers
Cy,Perkins,Detroit Tigers
Bucky,Harris,Detroit Tigers
Del,Baker,Detroit Tigers
Red,Rolfe,Detroit Tigers
Steve,O'Neill,Detroit Tigers
Bill,Norman,Detroit Tigers
Fred,Hutchinson,Detroit Tigers
Jack,Tighe,Detroit Tigers
Billy,Hitchcock,Detroit Tigers
Joe,Gordon,Detroit Tigers
Bob,Swift,Detroit Tigers
Jimmy,Dykes,Detroit Tigers
Chuck,Dressen,Detroit Tigers
Bob,Scheffing,Detroit Tigers
Mayo,Smith,Detroit Tigers
Billy,Martin,Detroit Tigers
Frank,Skaff,Detroit Tigers
Ralph,Houk,Detroit Tigers
Les,Moss,Detroit Tigers
Dick,Tracewski,Detroit Tigers
Sparky,Anderson,Detroit Tigers
Joe,Schultz,Detroit Tigers
Phil,Garner,Detroit Tigers
Luis,Pujols,Detroit Tigers
Buddy,Bell,Detroit Tigers
Larry,Parrish,Detroit Tigers
Jim,Leyland,Detroit Tigers
Alan,Trammell,Detroit Tigers
Brad,Ausmus,Detroit Tigers
Bob,Leadley,Detroit Wolverines
Bill,Watkins,Detroit Wolverines
Frank,Bancroft,Detroit Wolverines
Jack,Chapman,Detroit Wolverines
Doug,Allison,Elizabeth Resolutes
Rene,Lachemann,Florida Marlins
Cookie,Rojas,Florida Marlins
John,Boles,Florida Marlins
Tony,Perez,Florida Marlins
Jim,Leyland,Florida Marlins
Jack,McKeon,Florida Marlins
Joe,Girardi,Florida Marlins
Jeff,Torborg,Florida Marlins
Fredi,Gonzalez,Florida Marlins
Edwin,Rodriguez,Florida Marlins
Brandon,Hyde,Florida Marlins
Harry,Craft,Houston Astros
Lum,Harris,Houston Astros
Harry,Walker,Houston Astros
Salty,Parker,Houston Astros
Leo,Durocher,Houston Astros
Grady,Hatton,Houston Astros
Preston,Gomez,Houston Astros
Bill,Virdon,Houston Astros
Bob,Lillis,Houston Astros
Art,Howe,Houston Astros
Hal,Lanier,Houston Astros
Larry,Dierker,Houston Astros
Terry,Collins,Houston Astros
Matt,Galante,Houston Astros
Cecil,Cooper,Houston Astros
Jimy,Williams,Houston Astros
Phil,Garner,Houston Astros
Dave,Clark,Houston Astros
Tom,Lawless,Houston Astros
Brad,Mills,Houston Astros
Tony,DeFrancesco,Houston Astros
A. J.,Hinch,Houston Astros
Bo,Porter,Houston Astros
Harry,Craft,Houston Colt .45's
Lum,Harris,Houston Colt .45's
Harry,Walker,Houston Colt .45's
Salty,Parker,Houston Colt .45's
Leo,Durocher,Houston Colt .45's
Grady,Hatton,Houston Colt .45's
Preston,Gomez,Houston Colt .45's
Bill,Virdon,Houston Colt .45's
Bob,Lillis,Houston Colt .45's
Art,Howe,Houston Colt .45's
Hal,Lanier,Houston Colt .45's
Larry,Dierker,Houston Colt .45's
Terry,Collins,Houston Colt .45's
Matt,Galante,Houston Colt .45's
Cecil,Cooper,Houston Colt .45's
Jimy,Williams,Houston Colt .45's
Phil,Garner,Houston Colt .45's
Dave,Clark,Houston Colt .45's
Tom,Lawless,Houston Colt .45's
Brad,Mills,Houston Colt .45's
Tony,DeFrancesco,Houston Colt .45's
A. J.,Hinch,Houston Colt .45's
Bo,Porter,Houston Colt .45's
Bill,Phillips,Indianapolis Hoosiers
Harry,Spence,Indianapolis Hoosiers
Frank,Bancroft,Indianapolis Hoosiers
Watch,Burnham,Indianapolis Hoosiers
Fred,Thomas,Indianapolis Hoosiers
Horace,Fogel,Indianapolis Hoosiers
Jim,Gifford,Indianapolis Hoosiers
Harry,Craft,Kansas City Athletics
Lou,Boudreau,Kansas City Athletics
Hank,Bauer,Kansas City Athletics
Bob,Elliott,Kansas City Athletics
Mel,McGaha,Kansas City Athletics
Haywood,Sullivan,Kansas City Athletics
Eddie,Lopat,Kansas City Athletics
Joe,Gordon,Kansas City Athletics
Luke,Appling,Kansas City Athletics
Al,Dark,Kansas City Athletics
Bill,Watkins,Kansas City Cowboys
Charlie,Metro,Kansas City Royals
Bob,Lemon,Kansas City Royals
Joe,Gordon,Kansas City Royals
Whitey,Herzog,Kansas City Royals
Jack,McKeon,Kansas City Royals
Dick,Howser,Kansas City Royals
Jim,Frey,Kansas City Royals
Mike,Ferraro,Kansas City Royals
Bob,Schaefer,Kansas City Royals
Hal,McRae,Kansas City Royals
Billy,Gardner,Kansas City Royals
John,Wathan,Kansas City Royals
John,Mizerock,Kansas City Royals
Tony,Pena,Kansas City Royals
Tony,Muser,Kansas City Royals
Bob,Boone,Kansas City Royals
Ned,Yost,Kansas City Royals
Trey,Hillman,Kansas City Royals
Buddy,Bell,Kansas City Royals
Bill,Rigney,Los Angeles Angels
Mike,Scioscia,Los Angeles Angels
Bill,Rigney,Los Angeles Angels of Anaheim
Mike,Scioscia,Los Angeles Angels of Anaheim
Walter,Alston,Los Angeles Dodgers
Tom,Lasorda,Los Angeles Dodgers
Glenn,Hoffman,Los Angeles Dodgers
Bill,Russell,Los Angeles Dodgers
Jim,Tracy,Los Angeles Dodgers
Davey,Johnson,Los Angeles Dodgers
Joe,Torre,Los Angeles Dodgers
Grady,Little,Los Angeles Dodgers
Dave,Roberts,Los Angeles Dodgers
Don,Mattingly,Los Angeles Dodgers
John,McCloskey,Louisville Colonels
Bill,McGunnigle,Louisville Colonels
Billy,Barnie,Louisville Colonels
Jack,Chapman,Louisville Colonels
John,Kelly,Louisville Colonels
Mike,Walsh,Louisville Colonels
Mordecai,Davidson,Louisville Colonels
Jim,Hart,Louisville Colonels
Jack,Chapman,Louisville Eclipse
John,Kelly,Louisville Eclipse
Mike,Walsh,Louisville Eclipse
Mordecai,Davidson,Louisville Eclipse
Jim,Hart,Louisville Eclipse
Jack,Chapman,Louisville Grays
Don,Mattingly,Miami Marlins
Ozzie,Guillen,Miami Marlins
Mike,Redmond,Miami Marlins
Dan,Jennings,Miami Marlins
Fred,Haney,Milwaukee Braves
Charlie,Grimm,Milwaukee Braves
Chuck,Dressen,Milwaukee Braves
Birdie,Tebbetts,Milwaukee Braves
Bobby,Bragan,Milwaukee Braves
Charlie,Cushman,Milwaukee Brewers
Dave,Bristol,Milwaukee Brewers
Roy,McMillan,Milwaukee Brewers
Del,Crandall,Milwaukee Brewers
George,Bamberger,Milwaukee Brewers
Harvey,Kuenn,Milwaukee Brewers
Alex,Grammas,Milwaukee Brewers
Buck,Rodgers,Milwaukee Brewers
Tom,Trebelhorn,Milwaukee Brewers
Rene,Lachemann,Milwaukee Brewers
Phil,Garner,Milwaukee Brewers
Davey,Lopes,Milwaukee Brewers
Jim,Lefebvre,Milwaukee Brewers
Ned,Yost,Milwaukee Brewers
Dale,Sveum,Milwaukee Brewers
Tom,Loftus,Milwaukee Brewers
Jerry,Royster,Milwaukee Brewers
Ken,Macha,Milwaukee Brewers
Ron,Roenicke,Milwaukee Brewers
Craig,Counsell,Milwaukee Brewers
Jack,Chapman,Milwaukee Grays
Sam,Mele,Minnesota Twins
Cookie,Lavagetto,Minnesota Twins
Bill,Rigney,Minnesota Twins
Billy,Martin,Minnesota Twins
Cal,Ermer,Minnesota Twins
Frank,Quilici,Minnesota Twins
Gene,Mauch,Minnesota Twins
Billy,Gardner,Minnesota Twins
Ray,Miller,Minnesota Twins
Johnny,Goryl,Minnesota Twins
Tom,Kelly,Minnesota Twins
Ron,Gardenhire,Minnesota Twins
Paul,Molitor,Minnesota Twins
Gene,Mauch,Montreal Expos
Dick,Williams,Montreal Expos
Karl,Kuehl,Montreal Expos
Charlie,Fox,Montreal Expos
Jim,Fanning,Montreal Expos
Buck,Rodgers,Montreal Expos
Bill,Virdon,Montreal Expos
Felipe,Alou,Montreal Expos
Tom,Runnells,Montreal Expos
Jeff,Torborg,Montreal Expos
Frank,Robinson,Montreal Expos
John,Day,New York Giants
Fred,Hoey,New York Giants
Harvey,Watkins,New York Giants
Buck,Ewing,New York Giants
Pat,Powers,New York Giants
Cap,Anson,New York Giants
Arthur,Irwin,New York Giants
John,McGraw,New York Giants
Horace,Fogel,New York Giants
Hughie,Jennings,New York Giants
Bill,Terry,New York Giants
Mel,Ott,New York Giants
Leo,Durocher,New York Giants
Bill,Rigney,New York Giants
Jim,Mutrie,New York Giants
Jim,Price,New York Giants
John,Day,New York Gothams
Fred,Hoey,New York Gothams
Harvey,Watkins,New York Gothams
Buck,Ewing,New York Gothams
Pat,Powers,New York Gothams
Cap,Anson,New York Gothams
Arthur,Irwin,New York Gothams
John,McGraw,New York Gothams
Horace,Fogel,New York Gothams
Hughie,Jennings,New York Gothams
Bill,Terry,New York Gothams
Mel,Ott,New York Gothams
Leo,Durocher,New York Gothams
Bill,Rigney,New York Gothams
Jim,Mutrie,New York Gothams
Jim,Price,New York Gothams
Clark,Griffith,New York Highlanders
George,Stallings,New York Highlanders
Miller,Huggins,New York Highlanders
Art,Fletcher,New York Highlanders
Bill,Donovan,New York Highlanders
Bob,Shawkey,New York Highlanders
Joe,McCarthy,New York Highlanders
Bucky,Harris,New York Highlanders
Johnny,Neun,New York Highlanders
Casey,Stengel,New York Highlanders
Ralph,Houk,New York Highlanders
Yogi,Berra,New York Highlanders
Johnny,Keane,New York Highlanders
Bill,Virdon,New York Highlanders
Dick,Howser,New York Highlanders
Bob,Lemon,New York Highlanders
Billy,Martin,New York Highlanders
Gene,Michael,New York Highlanders
Clyde,King,New York Highlanders
Lou,Piniella,New York Highlanders
Bucky,Dent,New York Highlanders
Stump,Merrill,New York Highlanders
Buck,Showalter,New York Highlanders
Dallas,Green,New York Highlanders
Joe,Torre,New York Highlanders
Joe,Girardi,New York Highlanders
Jim,Gifford,New York Metropolitans
Bob,Ferguson,New York Metropolitans
Jim,Mutrie,New York Metropolitans
Ollie,Caylor,New York Metropolitans
Casey,Stengel,New York Mets
Gil,Hodges,New York Mets
Yogi,Berra,New York Mets
Wes,Westrum,New York Mets
Salty,Parker,New York Mets
Joe,Frazier,New York Mets
Joe,Torre,New York Mets
Roy,McMillan,New York Mets
Davey,Johnson,New York Mets
Frank,Howard,New York Mets
George,Bamberger,New York Mets
Jeff,Torborg,New York Mets
Mike,Cubbage,New York Mets
Bud,Harrelson,New York Mets
Dallas,Green,New York Mets
Bobby,Valentine,New York Mets
Willie,Randolph,New York Mets
Art,Howe,New York Mets
Jerry,Manuel,New York Mets
Terry,Collins,New York Mets
Bill,Craver,New York Mutuals
Clark,Griffith,New York Yankees
George,Stallings,New York Yankees
Miller,Huggins,New York Yankees
Art,Fletcher,New York Yankees
Bill,Donovan,New York Yankees
Bob,Shawkey,New York Yankees
Joe,McCarthy,New York Yankees
Bucky,Harris,New York Yankees
Johnny,Neun,New York Yankees
Casey,Stengel,New York Yankees
Ralph,Houk,New York Yankees
Yogi,Berra,New York Yankees
Johnny,Keane,New York Yankees
Bill,Virdon,New York Yankees
Dick,Howser,New York Yankees
Bob,Lemon,New York Yankees
Billy,Martin,New York Yankees
Gene,Michael,New York Yankees
Clyde,King,New York Yankees
Lou,Piniella,New York Yankees
Bucky,Dent,New York Yankees
Stump,Merrill,New York Yankees
Buck,Showalter,New York Yankees
Dallas,Green,New York Yankees
Joe,Torre,New York Yankees
Joe,Girardi,New York Yankees
Bill,Phillips,Newark Pepper
Dick,Williams,Oakland Athletics
Hank,Bauer,Oakland Athletics
John,McNamara,Oakland Athletics
Bob,Kennedy,Oakland Athletics
Chuck,Tanner,Oakland Athletics
Al,Dark,Oakland Athletics
Jim,Marshall,Oakland Athletics
Jack,McKeon,Oakland Athletics
Bobby,Winkles,Oakland Athletics
Steve,Boros,Oakland Athletics
Billy,Martin,Oakland Athletics
Jackie,Moore,Oakland Athletics
Jeff,Newman,Oakland Athletics
Tony,LaRussa,Oakland Athletics
Art,Howe,Oakland Athletics
Bob,Geren,Oakland Athletics
Ken,Macha,Oakland Athletics
Bob,Melvin,Oakland Athletics
Connie,Mack,Philadelphia Athletics
Earle,Mack,Philadelphia Athletics
Jimmy,Dykes,Philadelphia Athletics
Lew,Simmons,Philadelphia Athletics
Bill,Sharsig,Philadelphia Athletics
Frank,Bancroft,Philadelphia Athletics
Charlie,Mason,Philadelphia Athletics
Al,Wright,Philadelphia Athletics
Al,Reach,Philadelphia Blue Jays
Arthur,Irwin,Philadelphia Blue Jays
Bill,Shettsline,Philadelphia Blue Jays
Billy,Murray,Philadelphia Blue Jays
Pat,Moran,Philadelphia Blue Jays
Burt,Shotton,Philadelphia Blue Jays
Bill,Donovan,Philadelphia Blue Jays
Kaiser,Wilhelm,Philadelphia Blue Jays
Jack,Coombs,Philadelphia Blue Jays
Art,Fletcher,Philadelphia Blue Jays
Doc,Prothro,Philadelphia Blue Jays
Hans,Lobert,Philadelphia Blue Jays
Ben,Chapman,Philadelphia Blue Jays
Bucky,Harris,Philadelphia Blue Jays
Freddie,Fitzsimmons,Philadelphia Blue Jays
Dusty,Cooke,Philadelphia Blue Jays
Eddie,Sawyer,Philadelphia Blue Jays
Terry,Moore,Philadelphia Blue Jays
Steve,O'Neill,Philadelphia Blue Jays
Mayo,Smith,Philadelphia Blue Jays
Andy,Cohen,Philadelphia Blue Jays
Gene,Mauch,Philadelphia Blue Jays
George,Myatt,Philadelphia Blue Jays
Bob,Skinner,Philadelphia Blue Jays
Frank,Lucchesi,Philadelphia Blue Jays
Paul,Owens,Philadelphia Blue Jays
Danny,Ozark,Philadelphia Blue Jays
Pat,Corrales,Philadelphia Blue Jays
Dallas,Green,Philadelphia Blue Jays
John,Felske,Philadelphia Blue Jays
Lee,Elia,Philadelphia Blue Jays
Nick,Leyva,Philadelphia Blue Jays
Jim,Fregosi,Philadelphia Blue Jays
John,Vukovich,Philadelphia Blue Jays
Terry,Francona,Philadelphia Blue Jays
Larry,Bowa,Philadelphia Blue Jays
Charlie,Manuel,Philadelphia Blue Jays
Harry,Wright,Philadelphia Blue Jays
Gary,Varsho,Philadelphia Blue Jays
Ryne,Sandberg,Philadelphia Blue Jays
Pete,Mackanin,Philadelphia Blue Jays
Al,Reach,Philadelphia Phillies
Arthur,Irwin,Philadelphia Phillies
Bill,Shettsline,Philadelphia Phillies
Billy,Murray,Philadelphia Phillies
Pat,Moran,Philadelphia Phillies
Burt,Shotton,Philadelphia Phillies
Bill,Donovan,Philadelphia Phillies
Kaiser,Wilhelm,Philadelphia Phillies
Jack,Coombs,Philadelphia Phillies
Art,Fletcher,Philadelphia Phillies
Doc,Prothro,Philadelphia Phillies
Hans,Lobert,Philadelphia Phillies
Ben,Chapman,Philadelphia Phillies
Bucky,Harris,Philadelphia Phillies
Freddie,Fitzsimmons,Philadelphia Phillies
Dusty,Cooke,Philadelphia Phillies
Eddie,Sawyer,Philadelphia Phillies
Terry,Moore,Philadelphia Phillies
Steve,O'Neill,Philadelphia Phillies
Mayo,Smith,Philadelphia Phillies
Andy,Cohen,Philadelphia Phillies
Gene,Mauch,Philadelphia Phillies
George,Myatt,Philadelphia Phillies
Bob,Skinner,Philadelphia Phillies
Frank,Lucchesi,Philadelphia Phillies
Paul,Owens,Philadelphia Phillies
Danny,Ozark,Philadelphia Phillies
Pat,Corrales,Philadelphia Phillies
Dallas,Green,Philadelphia Phillies
John,Felske,Philadelphia Phillies
Lee,Elia,Philadelphia Phillies
Nick,Leyva,Philadelphia Phillies
Jim,Fregosi,Philadelphia Phillies
John,Vukovich,Philadelphia Phillies
Terry,Francona,Philadelphia Phillies
Larry,Bowa,Philadelphia Phillies
Charlie,Manuel,Philadelphia Phillies
Harry,Wright,Philadelphia Phillies
Gary,Varsho,Philadelphia Phillies
Pete,Mackanin,Philadelphia Phillies
Ryne,Sandberg,Philadelphia Phillies
Al,Reach,Philadelphia Quakers
Arthur,Irwin,Philadelphia Quakers
Bill,Shettsline,Philadelphia Quakers
Billy,Murray,Philadelphia Quakers
Pat,Moran,Philadelphia Quakers
Burt,Shotton,Philadelphia Quakers
Bill,Donovan,Philadelphia Quakers
Kaiser,Wilhelm,Philadelphia Quakers
Jack,Coombs,Philadelphia Quakers
Art,Fletcher,Philadelphia Quakers
Doc,Prothro,Philadelphia Quakers
Hans,Lobert,Philadelphia Quakers
Bucky,Harris,Philadelphia Quakers
Freddie,Fitzsimmons,Philadelphia Quakers
Dusty,Cooke,Philadelphia Quakers
Eddie,Sawyer,Philadelphia Quakers
Ben,Chapman,Philadelphia Quakers
Terry,Moore,Philadelphia Quakers
Steve,O'Neill,Philadelphia Quakers
Mayo,Smith,Philadelphia Quakers
Andy,Cohen,Philadelphia Quakers
Gene,Mauch,Philadelphia Quakers
George,Myatt,Philadelphia Quakers
Bob,Skinner,Philadelphia Quakers
Frank,Lucchesi,Philadelphia Quakers
Paul,Owens,Philadelphia Quakers
Danny,Ozark,Philadelphia Quakers
Pat,Corrales,Philadelphia Quakers
Dallas,Green,Philadelphia Quakers
John,Felske,Philadelphia Quakers
Nick,Leyva,Philadelphia Quakers
Jim,Fregosi,Philadelphia Quakers
John,Vukovich,Philadelphia Quakers
Lee,Elia,Philadelphia Quakers
Terry,Francona,Philadelphia Quakers
Larry,Bowa,Philadelphia Quakers
Charlie,Manuel,Philadelphia Quakers
Harry,Wright,Philadelphia Quakers
Gary,Varsho,Philadelphia Quakers
Ryne,Sandberg,Philadelphia Quakers
Pete,Mackanin,Philadelphia Quakers
Bill,McGunnigle,Pittsburg Alleghenys
Al,Buckenberger,Pittsburg Alleghenys
Bill,Watkins,Pittsburg Alleghenys
Fred,Clarke,Pittsburg Alleghenys
Jimmy,Callahan,Pittsburg Alleghenys
Bill,McKechnie,Pittsburg Alleghenys
George,Gibson,Pittsburg Alleghenys
Donie,Bush,Pittsburg Alleghenys
Hugo,Bezdek,Pittsburg Alleghenys
Frankie,Frisch,Pittsburg Alleghenys
Jewel,Ens,Pittsburg Alleghenys
Pie,Traynor,Pittsburg Alleghenys
Bill,Burwell,Pittsburg Alleghenys
Spud,Davis,Pittsburg Alleghenys
Billy,Meyer,Pittsburg Alleghenys
Bobby,Bragan,Pittsburg Alleghenys
Danny,Murtaugh,Pittsburg Alleghenys
Fred,Haney,Pittsburg Alleghenys
Larry,Shepard,Pittsburg Alleghenys
Harry,Walker,Pittsburg Alleghenys
Alex,Grammas,Pittsburg Alleghenys
Chuck,Tanner,Pittsburg Alleghenys
Bill,Virdon,Pittsburg Alleghenys
Jim,Leyland,Pittsburg Alleghenys
Gene,Lamont,Pittsburg Alleghenys
Lloyd,McClendon,Pittsburg Alleghenys
Pete,Mackanin,Pittsburg Alleghenys
Al,Pratt,Pittsburg Alleghenys
Ormond,Butler,Pittsburg Alleghenys
John,Russell,Pittsburg Alleghenys
Jim,Tracy,Pittsburg Alleghenys
Denny,McKnight,Pittsburg Alleghenys
Horace,Phillips,Pittsburg Alleghenys
Clint,Hurdle,Pittsburg Alleghenys
Bill,McGunnigle,Pittsburgh Pirates
Al,Buckenberger,Pittsburgh Pirates
Bill,Watkins,Pittsburgh Pirates
Fred,Clarke,Pittsburgh Pirates
Hugo,Bezdek,Pittsburgh Pirates
Jimmy,Callahan,Pittsburgh Pirates
Bill,McKechnie,Pittsburgh Pirates
George,Gibson,Pittsburgh Pirates
Donie,Bush,Pittsburgh Pirates
Frankie,Frisch,Pittsburgh Pirates
Jewel,Ens,Pittsburgh Pirates
Pie,Traynor,Pittsburgh Pirates
Bill,Burwell,Pittsburgh Pirates
Spud,Davis,Pittsburgh Pirates
Billy,Meyer,Pittsburgh Pirates
Fred,Haney,Pittsburgh Pirates
Bobby,Bragan,Pittsburgh Pirates
Danny,Murtaugh,Pittsburgh Pirates
Larry,Shepard,Pittsburgh Pirates
Harry,Walker,Pittsburgh Pirates
Alex,Grammas,Pittsburgh Pirates
Chuck,Tanner,Pittsburgh Pirates
Bill,Virdon,Pittsburgh Pirates
Jim,Leyland,Pittsburgh Pirates
Gene,Lamont,Pittsburgh Pirates
Lloyd,McClendon,Pittsburgh Pirates
Pete,Mackanin,Pittsburgh Pirates
John,Russell,Pittsburgh Pirates
Jim,Tracy,Pittsburgh Pirates
Horace,Phillips,Pittsburgh Pirates
Clint,Hurdle,Pittsburgh Pirates
Doc,Gessler,Pittsburgh Rebels
Harry,Wright,Providence Grays
Frank,Bancroft,Providence Grays
Felix,Moses,Richmond Virginians
Pat,Powers,Rochester Broncos
Preston,Gomez,San Diego Padres
Bob,Skinner,San Diego Padres
Al,Dark,San Diego Padres
John,McNamara,San Diego Padres
Don,Zimmer,San Diego Padres
Roger,Craig,San Diego Padres
Dick,Williams,San Diego Padres
Frank,Howard,San Diego Padres
Jerry,Coleman,San Diego Padres
Jim,Riggleman,San Diego Padres
Larry,Bowa,San Diego Padres
Steve,Boros,San Diego Padres
Greg,Riddoch,San Diego Padres
Jack,McKeon,San Diego Padres
Bruce,Bochy,San Diego Padres
Buddy,Black,San Diego Padres
Dave,Roberts,San Diego Padres
Pat,Murphy,San Diego Padres
Andy,Green,San Diego Padres
Bill,Rigney,San Francisco Giants
Tom,Sheehan,San Francisco Giants
Al,Dark,San Francisco Giants
Charlie,Fox,San Francisco Giants
Herman,Franks,San Francisco Giants
Clyde,King,San Francisco Giants
Joe,Altobelli,San Francisco Giants
Wes,Westrum,San Francisco Giants
Danny,Ozark,San Francisco Giants
Frank,Robinson,San Francisco Giants
Dave,Bristol,San Francisco Giants
Jim,Davenport,San Francisco Giants
Roger,Craig,San Francisco Giants
Dusty,Baker,San Francisco Giants
Bruce,Bochy,San Francisco Giants
Felipe,Alou,San Francisco Giants
Darrell,Johnson,Seattle Mariners
Dick,Williams,Seattle Mariners
Rene,Lachemann,Seattle Mariners
Del,Crandall,Seattle Mariners
Maury,Wills,Seattle Mariners
Chuck,Cottier,Seattle Mariners
Marty,Martinez,Seattle Mariners
Jim,Lefebvre,Seattle Mariners
Lou,Piniella,Seattle Mariners
Jim,Snyder,Seattle Mariners
Bill,Plummer,Seattle Mariners
Daren,Brown,Seattle Mariners
Jim,Riggleman,Seattle Mariners
Don,Wakamatsu,Seattle Mariners
John,McLaren,Seattle Mariners
Bob,Melvin,Seattle Mariners
Mike,Hargrove,Seattle Mariners
Scott,Servais,Seattle Mariners
Lloyd,McClendon,Seattle Mariners
Eric,Wedge,Seattle Mariners
Joe,Schultz,Seattle Pilots
Jimmy,Williams,St. Louis Brown Stockings
Ted,Sullivan,St. Louis Brown Stockings
Mase,Graffen,St. Louis Brown Stockings
George,McManus,St. Louis Brown Stockings
Bill,Watkins,St. Louis Browns
Doggie,Miller,St. Louis Browns
Hugh,Nicol,St. Louis Browns
Al,Buckenberger,St. Louis Browns
Louie,Heilbroner,St. Louis Browns
Chris,Von Der Ahe,St. Louis Browns
Lou,Phelan,St. Louis Browns
Harry,Diddlebock,St. Louis Browns
Tim,Hurst,St. Louis Browns
Branch,Rickey,St. Louis Browns
Fielder,Jones,St. Louis Browns
Jimmy,McAleer,St. Louis Browns
Stan,Robison,St. Louis Browns
John,McCloskey,St. Louis Browns
Miller,Huggins,St. Louis Browns
Bill,McKechnie,St. Louis Browns
Jimmy,Burke,St. Louis Browns
Jack,Hendricks,St. Louis Browns
Dan,Howley,St. Louis Browns
Lee,Fohl,St. Louis Browns
Allan,Sothoron,St. Louis Browns
Mike,Gonzalez,St. Louis Browns
Bill,Killefer,St. Louis Browns
Fred,Haney,St. Louis Browns
Ray,Blades,St. Louis Browns
Billy,Southworth,St. Louis Browns
Ski,Melillo,St. Louis Browns
Gabby,Street,St. Louis Browns
Frankie,Frisch,St. Louis Browns
Eddie,Dyer,St. Louis Browns
Muddy,Ruel,St. Louis Browns
Luke,Sewell,St. Louis Browns
Zack,Taylor,St. Louis Browns
Rogers,Hornsby,St. Louis Browns
Fred,Hutchinson,St. Louis Browns
Stan,Hack,St. Louis Browns
Eddie,Stanky,St. Louis Browns
Marty,Marion,St. Louis Browns
Solly,Hemus,St. Louis Browns
Johnny,Keane,St. Louis Browns
Red,Schoendienst,St. Louis Browns
Vern,Rapp,St. Louis Browns
Jack,Krol,St. Louis Browns
Ken,Boyer,St. Louis Browns
Whitey,Herzog,St. Louis Browns
Joe,Torre,St. Louis Browns
Mike,Jorgensen,St. Louis Browns
Tony,LaRussa,St. Louis Browns
Jimmy,Williams,St. Louis Browns
