playerID,nameFirst,nameLast
floydcl01,Cliff,Floyd
floydga01,Gavin,Floyd
foulkke01,Keith,Foulke
fowlede01,Dexter,Fowler
francfr01,Frank,Francisco
francje01,Jeff,Francis
francje02,Jeff,Francoeur
francjo01,John,Franco
frazito01,Todd,Frazier
freemfr01,Freddie,Freeman
freesda01,David,Freese
frymatr01,Travis,Fryman
fuentbr01,Brian,Fuentes
fujikky01,Kyuji,Fujikawa
fukudko01,Kosuke,Fukudome
furcara01,Rafael,Furcal
gagneer01,Eric,Gagne
galaran01,Andres,Galarraga
gallayo01,Yovani,Gallardo
gantro01,Ron,Gant
garcifr02,Freddy,Garcia
garcija01,Santiago,Casilla
garcija02,Jaime,Garcia
garcino01,Nomar,Garciaparra
gardnbr01,Brett,Gardner
garlajo01,Jon,Garland
garzama01,Matt,Garza
geedi01,Dillon,Gee
giambja01,Jason,Giambi
gilesbr02,Brian,Giles
gilkebe01,Bernard,Gilkey
glaustr01,Troy,Glaus
glavito02,Tom,Glavine
goldspa01,Paul,Goldschmidt
gomesjo01,Jonny,Gomes
gomezca01,Carlos,Gomez
gonzaad01,Adrian,Gonzalez
gonzaal01,Alex,Gonzalez
gonzaal02,Alex,Gonzalez
gonzaca01,Carlos,Gonzalez
gonzagi01,Gio,Gonzalez
gonzaju03,Juan,Gonzalez
gonzalu01,Luis,Gonzalez
gonzami02,Mike,Gonzalez
gonzami05,Miguel,Gonzalez
goodedw01,Dwight,Gooden
gordoal01,Alex,Gordon
gordoto01,Tom,Gordon
gracema01,Mark,Grace
grandcu01,Curtis,Granderson
graveda01,Danny,Graves
greenkh01,Khalil,Greene
greenmi01,Mike,Greenwell
greensh01,Shawn,Green
greerru01,Rusty,Greer
gregelu01,Luke,Gregerson
greggke01,Kevin,Gregg
greinza01,Zack,Greinke
griffke02,Ken,Griffey
grissma02,Marquis,Grissom
grudzma01,Mark,Grudzielanek
guerral01,Alex,Guerrero
guerrvl01,Vladimir,Guerrero
guillca01,Carlos,Guillen
guilljo01,Jose,Guillen
guthrje01,Jeremy,Guthrie
gutiefr01,Franklin,Gutierrez
guzmacr01,Cristian,Guzman
guzmaju01,Juan,Guzman
gwynnto01,Tony,Gwynn
gyorkje01,Jedd,Gyorko
hafnetr01,Travis,Hafner
hallaro01,Roy,Halladay
hallbi03,Bill,Hall
hamelco01,Cole,Hamels
hamiljo02,Joey,Hamilton
hamiljo03,Josh,Hamilton
hammeja01,Jason,Hammel
hammoje01,Jeffrey,Hammonds
hamptmi01,Mike,Hampton
hanrajo01,Joel,Hanrahan
happja01,J. A.,Happ
haranaa01,Aaron,Harang
harderi01,Rich,Harden
hardyjj01,J. J.,Hardy
harenda01,Dan,Haren
harpebr03,Bryce,Harper
harrima01,Matt,Harrison
hartco01,Corey,Hart
hawkila01,LaTroy,Hawkins
hawpebr01,Brad,Hawpe
headlch01,Chase,Headley
hechaad01,Adeiny,Hechavarria
hellije01,Jeremy,Hellickson
heltoto01,Todd,Helton
henderi01,Rickey,Henderson
hentgpa01,Pat,Hentgen
hermadu01,Dustin,Hermanson
hernafe02,Felix,Hernandez
hernali01,Livan,Hernandez
hernaor01,Orlando,Hernandez
hernara02,Ramon,Hernandez
hernaro01,Roberto,Hernandez
hershor01,Orel,Hershiser
heywaja01,Jason,Heyward
hidalri01,Richard,Hidalgo
higgibo02,Bobby,Higginson
hillaa01,Aaron,Hill
hillesh02,Shea,Hillenbrand
hillke01,Ken,Hill
hitchst01,Sterling,Hitchcock
hochelu01,Luke,Hochevar
hoffmtr01,Trevor,Hoffman
hollade01,Derek,Holland
hollagr01,Greg,Holland
hollima01,Matt,Holliday
hosmeer01,Eric,Hosmer
howarry01,Ryan,Howard
howeljp01,J. P.,Howell
hudsoor01,Orlando,Hudson
hudsoti01,Tim,Hudson
huffau01,Aubrey,Huff
hugheph01,Phil,Hughes
hundlto01,Todd,Hundley
hunteto01,Torii,Hunter
iannech01,Chris,Iannetta
ibanera01,Raul,Ibanez
igawake01,Kei,Igawa
iglesra01,Raisel,Iglesias
iguchta01,Tadahito,Iguchi
infanom01,Omar,Infante
ingebr01,Brandon,Inge
irabuhi01,Hideki,Irabu
ishiika01,Kazuhisa,Ishii
isrinja01,Jason,Isringhausen
iwakuhi01,Hisashi,Iwakuma
iwamuak01,Akinori,Iwamura
jacksau01,Austin,Jackson
jacksed01,Edwin,Jackson
janseke01,Kenley,Jansen
jayjo02,Jon,Jay
jeffegr01,Gregg,Jefferies
jenkige01,Geoff,Jenkins
jenksbo01,Bobby,Jenks
jennija01,Jason,Jennings
jeterde01,Derek,Jeter
jimenub01,Ubaldo,Jimenez
johjike01,Kenji,Johjima
johnsch04,Charles,Johnson
johnsch05,Chris,Johnson
johnsji04,Jim,Johnson
johnsjo09,Josh,Johnson
johnske05,Kelly,Johnson
johnsni01,Nick,Johnson
johnsra05,Randy,Johnson
jonesad01,Adam,Jones
jonesan01,Andruw,Jones
jonesch06,Chipper,Jones
jonesga02,Garrett,Jones
jonesja04,Jacque,Jones
jonesja05,Jason,Jones
jonesto02,Todd,Jones
jordabr01,Brian,Jordan
joynewa01,Wally,Joyner
justida01,David,Justice
kangju01,Jung Ho,Kang
karroer01,Eric,Karros
karsast01,Steve,Karsay
kawakke01,Kenshin,Kawakami
kazmisc01,Scott,Kazmir
kearnau01,Austin,Kearns
kempma01,Matt,Kemp
kendaja01,Jason,Kendall
kendrho01,Howie,Kendrick
kendrky01,Kyle,Kendrick
kenneia01,Ian,Kennedy
kentje01,Jeff,Kent
kershcl01,Clayton,Kershaw
keuchda01,Dallas,Keuchel
keyji01,Jimmy,Key
kileda01,Darryl,Kile
kimbrcr01,Craig,Kimbrel
kimby01,Byung-Hyun,Kim
kimhy01,Hyun Soo,Kim
kinslia01,Ian,Kinsler
kipnija01,Jason,Kipnis
kleskry01,Ryan,Klesko
klubeco01,Corey,Kluber
knoblch01,Chuck,Knoblauch
kobayma01,Masahide,Kobayashi
kochbi01,Billy,Koch
konerpa01,Paul,Konerko
koskico01,Corey,Koskie
kotsama01,Mark,Kotsay
kubelja01,Jason,Kubel
kurodhi01,Hiroki,Kuroda
lackejo01,John,Lackey
langsma01,Mark,Langston
lankfra01,Ray,Lankford
lansimi01,Mike,Lansing
larkiba01,Barry,Larkin
larocad01,Adam,LaRoche
latosma01,Mat,Latos
lawtoma02,Matt,Lawton
leagubr01,Brandon,League
leakemi01,Mike,Leake
leeca01,Carlos,Lee
leecl02,Cliff,Lee
leede02,Derrek,Lee
leiteal01,Al,Leiter
lestejo01,Jon,Lester
lewisco01,Colby,Lewis
lidgebr01,Brad,Lidge
lidleco01,Cory,Lidle
liebejo01,Jon,Lieber
liebemi01,Mike,Lieberthal
lillyte01,Ted,Lilly
limajo01,Jose,Lima
linceti01,Tim,Lincecum
lindad01,Adam,Lind
linebsc01,Scott,Linebrink
liriafr01,Francisco,Liriano
loaizes01,Esteban,Loaiza
loducpa01,Paul,Lo Duca
loftoke01,Kenny,Lofton
loganbo02,Boone,Logan
lohseky01,Kyle,Lohse
loneyja01,James,Loney
longoev01,Evan,Longoria
longte01,Terrence,Long
lopezfe01,Felipe,Lopez
lopezja01,Javy,Lopez
lopezja02,Javier,Lopez
lowede01,Derek,Lowe
lowelmi01,Mike,Lowell
lowrije01,Jed,Lowrie
ludwiry01,Ryan,Ludwick
lugoju01,Julio,Lugo
lynnla01,Lance,Lynn
lyonbr01,Brandon,Lyon
maddugr01,Greg,Maddux
madsory01,Ryan,Madson
maedake01,Kenta,Maeda
maholpa01,Paul,Maholm
mantema01,Matt,Mantei
marcush01,Shaun,Marcum
markani01,Nick,Markakis
marmoca01,Carlos,Marmol
marquja01,Jason,Marquis
marshse01,Sean,Marshall
marteda01,Damaso,Marte
martied01,Edgar,Martinez
martijd02,J. D.,Martinez
martile01,Leonys,Martin
martipe02,Pedro,Martinez
martira02,Ramon,Martinez
martiru01,Russell,Martin
martiti02,Tino,Martinez
martivi01,Victor,Martinez
masteju01,Justin,Masterson
matsuda01,Daisuke,Matsuzaka
matsuhi01,Hideki,Matsui
matsuka01,Kazuo,Matsui
matthga02,Gary,Matthews
mattido01,Don,Mattingly
matusbr01,Brian,Matusz
mauerjo01,Joe,Mauer
maybica01,Cameron,Maybin
maysjo01,Joe,Mays
mccanbr01,Brian,McCann
mccarbr01,Brandon,McCarthy
mccutan01,Andrew,McCutchen
mcdowja01,Jack,McDowell
mcgrifr01,Fred,McGriff
mcgwima01,Mark,McGwire
mclouna01,Nate,McLouth
mechegi01,Gil,Meche
melanma01,Mark,Melancon
mileywa01,Wade,Miley
millean01,Andrew,Miller
millwke01,Kevin,Millwood
miltoer01,Eric,Milton
mlickda01,Dave,Mlicki
molinbe01,Bengie,Molina
molinya01,Yadier,Molina
molitpa01,Paul,Molitor
mondera01,Raul,Mondesi
monrocr01,Craig,Monroe
montemi01,Miguel,Montero
montgje01,Jeff,Montgomery
moorema02,Matt,Moore
moralke01,Kendrys,Morales
morame01,Melvin,Mora
morelmi01,Mitch,Moreland
morneju01,Justin,Morneau
morrija02,Jack,Morris
morrima01,Matt,Morris
morrobr01,Brandon,Morrow
morsemi01,Mike,Morse
mortoch02,Charlie,Morton
mossbr01,Brandon,Moss
motteja01,Jason,Motte
moyerja01,Jamie,Moyer
mujiced01,Edward,Mujica
muldema01,Mark,Mulder
murphda07,David,Murphy
murphda08,Daniel,Murphy
murraed02,Eddie,Murray
mussimi01,Mike,Mussina
myersbr01,Brett,Myers
myersra01,Randy,Myers
nagych01,Charles,Nagy
napolmi01,Mike,Napoli
nathajo01,Joe,Nathan
navarja01,Jaime,Navarro
neaglde01,Denny,Neagle
nenro01,Robb,Nen
nevinph01,Phil,Nevin
niesejo01,Jonathon,Niese
nishits01,Tsuyoshi,Nishioka
nixontr01,Trot,Nixon
nolasri01,Ricky,Nolasco
nomohi01,Hideo,Nomo
norribu01,Bud,Norris
odayda01,Darren,O'Day
offerjo01,Jose,Offerman
ohse01,Seung-hwan,Oh
oleartr01,Troy,O'Leary
olerujo01,John,Olerud
oliveda02,Darren,Oliver
olivehe01,Hector,Olivera
oneilpa01,Paul,O'Neill
ordonma01,Magglio,Ordonez
ordonre01,Rey,Ordonez
ortizda01,David,Ortiz
ortizru01,Russ,Ortiz
oswalro01,Roy,Oswalt
overbly01,Lyle,Overbay
padilvi01,Vicente,Padilla
paganan01,Angel,Pagan
palmede01,Dean,Palmer
palmera01,Rafael,Palmeiro
papeljo01,Jonathan,Papelbon
parkch01,Chan Ho,Park
parrage01,Gerardo,Parra
pavanca01,Carl,Pavano
paytoja01,Jay,Payton
pearcst01,Steve,Pearce
peavyja01,Jake,Peavy
pedrodu01,Dustin,Pedroia
pelfrmi01,Mike,Pelfrey
penaca01,Carlos,Pena
pencehu01,Hunter,Pence
pennybr01,Brad,Penny
peraljh01,Jhonny,Peralta
percitr01,Troy,Percival
perezca01,Carlos,Perez
perezch01,Chris,Perez
perezod01,Odalis,Perez
perezol01,Oliver,Perez
perkigl01,Glen,Perkins
pettian01,Andy,Pettitte
phillbr01,Brandon,Phillips
piazzmi01,Mike,Piazza
pierrju01,Juan,Pierre
pierzaj01,A. J.,Pierzynski
pineijo01,Joel,Pineiro
plouftr01,Trevor,Plouffe
polanpl01,Placido,Polanco
ponsosi01,Sidney,Ponson
porceri01,Rick,Porcello
posadjo01,Jorge,Posada
poseybu01,Buster,Posey
pradoma01,Martin,Prado
priceda01,David,Price
priorma01,Mark,Prior
puckeki01,Kirby,Puckett
puigya01,Yasiel,Puig
pujolal01,Albert,Pujols
putzjj01,J. J.,Putz
quentca01,Carlos,Quentin
quintjo01,Jose,Quintana
radkebr01,Brad,Radke
ramiral03,Alexei,Ramirez
ramirar01,Aramis,Ramirez
ramirha01,Hanley,Ramirez
ramirma02,Manny,Ramirez
rasmuco01,Colby,Rasmus
reddijo01,Josh,Reddick
reedad01,Addison,Reed
reedri01,Rick,Reed
rendoan01,Anthony,Rendon
renteed01,Edgar,Renteria
reverbe01,Ben,Revere
reyesjo01,Jose,Reyes
reynoma01,Mark,Reynolds
reynosh01,Shane,Reynolds
richaga01,Garrett,Richards
rijojo01,Jose,Rijo
riosal01,Alex,Rios
ripkeca01,Cal,Ripken
riverju01,Juan,Rivera
riverma01,Mariano,Rivera
rizzoan01,Anthony,Rizzo
roberbr01,Brian,Roberts
roberda08,David,Robertson
roberna01,Nate,Robertson
rodnefe01,Fernando,Rodney
rodrial01,Alex,Rodriguez
rodrifr03,Francisco,Rodriguez
rodriiv01,Ivan,Rodriguez
rodriwa01,Wandy,Rodriguez
rogerke01,Kenny,Rogers
rolensc01,Scott,Rolen
rolliji01,Jimmy,Rollins
romerri01,Ricky,Romero
romose01,Sergio,Romo
rossco01,Cody,Ross
rossty01,Tyson,Ross
rowanaa01,Aaron,Rowand
rueteki01,Kirk,Rueter
ruizca01,Carlos,Ruiz
ryanbj01,B. J.,Ryan
ryanno01,Nolan,Ryan
ryuhy01,Hyun-Jin,Ryu
sabatcc01,CC,Sabathia
saberbr01,Bret,Saberhagen
salech01,Chris,Sale
salmoti01,Tim,Salmon
saltaja01,Jarrod,Saltalamacchia
samarje01,Jeff,Samardzija
sanchan01,Anibal,Sanchez
sanchfr01,Freddy,Sanchez
sanchjo01,Jonathan,Sanchez
sandbry01,Ryne,Sandberg
sandere02,Reggie,Sanders
sandopa01,Pablo,Sandoval
santaca01,Carlos,Santana
santaer01,Ervin,Santana
santajo01,Johan,Santana
sasakka01,Kazuhiro,Sasaki
saundjo01,Joe,Saunders
scherma01,Max,Scherzer
schilcu01,Curt,Schilling
schmija01,Jason,Schmidt
schmimi01,Mike,Schmidt
scottlu01,Luke,Scott
scutama01,Marco,Scutaro
seageky01,Kyle,Seager
seguida01,David,Segui
seleaa01,Aaron,Sele
sexsori01,Richie,Sexson
sheetbe01,Ben,Sheets
sheffga01,Gary,Sheffield
shielja02,James,Shields
shielsc01,Scot,Shields
sierrru01,Ruben,Sierra
silvaca01,Carlos,Silva
simmoan01,Andrelton,Simmons
sizemgr01,Grady,Sizemore
smilejo01,John,Smiley
smithjo05,Joe,Smith
smithoz01,Ozzie,Smith
smithse01,Seth,Smith
smoltjo01,John,Smoltz
snowjt01,J. T.,Snow
snydech02,Chris,Snyder
solerjo01,Jorge,Soler
soriaal01,Alfonso,Soriano
soriajo01,Joakim,Soria
soriara01,Rafael,Soriano
sosasa01,Sammy,Sosa
sotoge01,Geovany,Soto
spande01,Denard,Span
stantmi03,Giancarlo,Stanton
stewash01,Shannon,Stewart
storedr01,Drew,Storen
stottto01,Todd,Stottlemyre
strasst01,Stephen,Strasburg
streehu01,Huston,Street
stubbdr01,Drew,Stubbs
suppaje01,Jeff,Suppan
suzukic01,Ichiro,Suzuki
suzukku01,Kurt,Suzuki
sweenmi01,Mike,Sweeney
swishni01,Nick,Swisher
takahhi01,Hisanori,Takahashi
tanakma01,Masahiro,Tanaka
tapanke01,Kevin,Tapani
tartada01,Danny,Tartabull
teahema01,Mark,Teahen
teixema01,Mark,Teixeira
tejadmi01,Miguel,Tejada
thomafr04,Frank,Thomas
thomeji01,Jim,Thome
thornma01,Matt,Thornton
tillmch01,Chris,Tillman
timlimi01,Mike,Timlin
tomasya01,Yasmany,Tomas
trachst01,Steve,Trachsel
troutmi01,Mike,Trout
trumbma01,Mark,Trumbo
tulowtr01,Troy,Tulowitzki
turneja01,Jacob,Turner
ueharko01,Koji,Uehara
ugglada01,Dan,Uggla
uptonbj01,Melvin,Upton
uptonju01,Justin,Upton
urbinug01,Ugueth,Urbina
uribeju01,Juan,Uribe
utleych01,Chase,Utley
valbulu01,Luis,Valbuena
valenjo02,John,Valentin
valenjo03,Jose,Valentin
valvejo01,Jose,Valverde
vargaja01,Jason,Vargas
varitja01,Jason,Varitek
vaughgr01,Greg,Vaughn
vaughmo01,Mo,Vaughn
vazquja01,Javier,Vazquez
venabwi01,Will,Venable
venturo01,Robin,Ventura
verlaju01,Justin,Verlander
vicieda01,Dayan,Viciedo
victosh01,Shane,Victorino
vidrojo01,Jose,Vidro
violafr01,Frank,Viola
vizquom01,Omar,Vizquel
vogelry01,Ryan,Vogelsong
volqued01,Edinson,Volquez
vottojo01,Joey,Votto
wadats01,Tsuyoshi,Wada
wagnebi02,Billy,Wagner
wainwad01,Adam,Wainwright
wakefti01,Tim,Wakefield
walkela01,Larry,Walker
walkene01,Neil,Walker
wangch01,Chien-Ming,Wang
washbja01,Jarrod,Washburn
weaveje01,Jeff,Weaver
weaveje02,Jered,Weaver
webbbr01,Brandon,Webb
weeksri01,Rickie,Weeks
wellsda01,David,Wells
wellski01,Kip,Wells
wellsve01,Vernon,Wells
werthja01,Jayson,Werth
westbja01,Jake,Westbrook
wettejo01,John,Wetteland
whitede03,Devon,White
whitero02,Rondell,White
wickmbo01,Bob,Wickman
wietema01,Matt,Wieters
wiggity01,Ty,Wigginton
wilkebr01,Brad,Wilkerson
willibe02,Bernie,Williams
willido03,Dontrelle,Willis
willije01,Jeff,Williams
willijo03,Josh,Willingham
willima04,Matt,Williams
williwo02,Woody,Williams
wilsobr01,Brian,Wilson
wilsocj01,C. J.,Wilson
wilsoda01,Dan,Wilson
wilsoja02,Jack,Wilson
wilsopr01,Preston,Wilson
winfida01,Dave,Winfield
winnra01,Randy,Winn
wolfra02,Randy,Wolf
womacto01,Tony,Womack
woodke02,Kerry,Wood
woodtr01,Travis,Wood
wrighda03,David,Wright
wrighja02,Jaret,Wright
yabutya01,Yasuhiko,Yabuta
youklke01,Kevin,Youkilis
youngch03,Chris,Young
youngch04,Chris,Young
youngde03,Delmon,Young
youngdm01,Dmitri,Young
younger01,Eric,Young
youngke01,Kevin,Young
youngmi02,Michael,Young
zambrca01,Carlos,Zambrano
zeileto01,Todd,Zeile
zieglbr01,Brad,Ziegler
zimmejo02,Jordan,Zimmermann
zimmery01,Ryan,Zimmerman
zitoba01,Barry,Zito
zobribe01,Ben,Zobrist
